start_date,bike_nr,Occupancy-of-Bikes,Occupancy-Users
2012 November 18,1546.0,0.05534077892325315,0.12131198995605776
2012 November 19,1824.0,0.06529209621993128,0.1431261770244821
2012 November 20,1912.0,0.06844215349369989,0.15003138731952292
2012 November 21,1567.0,0.05609249713631157,0.12295982423101068
2012 November 22,843.0,0.030176116838487973,0.0661487758945386
2012 November 23,1252.0,0.04481672394043528,0.09824231010671688
2012 November 24,760.0,0.02720504009163803,0.05963590709353421
2012 November 25,501.0,0.017933848797250858,0.03931261770244821
2012 November 26,1216.0,0.043528064146620846,0.09541745134965474
2012 November 27,754.0,0.026990263459335626,0.05916509730069052
2012 November 28,844.0,0.030211912943871707,0.06622724419334589
2012 October 01,3010.0,0.1077462772050401,0.2361895794099184
2012 October 02,2390.0,0.08555269186712486,0.18753923414940363
2012 October 03,2455.0,0.08787943871706758,0.19263967357187697
2012 October 04,2552.0,0.0913516609392898,0.2002510985561833
2012 October 05,3699.0,0.132409793814433,0.2902542372881356
2012 October 06,2790.0,0.09987113402061856,0.2189265536723164
2012 October 07,1974.0,0.07066151202749141,0.1548964218455744
2012 October 08,2394.0,0.0856958762886598,0.18785310734463276
2012 October 09,2643.0,0.09460910652920962,0.20739171374764595
2012 October 10,1698.0,0.060781786941580755,0.1332391713747646
2012 October 11,2934.0,0.10502577319587629,0.23022598870056496
2012 October 12,2411.0,0.08630441008018327,0.18918706842435656
2012 October 13,1952.0,0.06987399770904926,0.15317011927181418
2012 October 14,1451.0,0.0519401489117984,0.11385750156936597
2012 October 15,2978.0,0.10660080183276059,0.23367859384808537
2012 October 16,2801.0,0.10026489117983964,0.21978970495919647
2012 October 17,2750.0,0.09843928980526918,0.2157878217200251
2012 October 18,3085.0,0.11043098510882016,0.24207470182046453
2012 October 19,2298.0,0.0822594501718213,0.1803201506591337
2012 October 20,3512.0,0.12571592210767468,0.2755806654111739
2012 October 21,2692.0,0.0963631156930126,0.21123666038920277
2012 October 22,3008.0,0.10767468499427263,0.23603264281230382
2012 October 23,3138.0,0.11232817869415808,0.24623352165725046
2012 October 24,2872.0,0.10280641466208476,0.2253609541745135
2012 October 25,3037.0,0.10871277205040092,0.238308223477715
2012 October 26,3473.0,0.12431987399770905,0.2725204017576899
2012 October 27,2661.0,0.09525343642611683,0.208804143126177
2012 October 28,1165.0,0.0417024627720504,0.09141556811048336
2012 October 29,72.0,0.002577319587628866,0.005649717514124294
2012 October 30,896.0,0.032073310423825885,0.07030759573132454
2012 October 31,2568.0,0.09192439862542956,0.2015065913370998
2012 September 01,2834.0,0.10144616265750286,0.22237915881983678
2012 September 02,3055.0,0.10935710194730813,0.23972065285624608
2012 September 03,2881.0,0.10312857961053837,0.22606716886377903
2012 September 04,1559.0,0.0558061282932417,0.12233207784055242
2012 September 05,2169.0,0.07764175257731959,0.17019774011299435
2012 September 06,3178.0,0.11376002290950744,0.24937225360954174
2012 September 07,2945.0,0.10541953035509737,0.23108913998744507
2012 September 08,2395.0,0.08573167239404353,0.18793157564344004
2012 September 09,2548.0,0.09120847651775486,0.19993722536095418
2012 September 10,2865.0,0.10255584192439862,0.2248116760828625
2012 September 11,3389.0,0.12131300114547537,0.26592906465787824
2012 September 12,3408.0,0.12199312714776632,0.2674199623352166
2012 September 13,3508.0,0.12557273768613975,0.27526679221594474
2012 September 14,3678.0,0.13165807560137457,0.2886064030131827
2012 September 15,2951.0,0.10563430698739977,0.23155994978028877
2012 September 16,2899.0,0.1037729095074456,0.2274795982423101
2012 September 17,3192.0,0.11426116838487972,0.2504708097928437
2012 September 18,2750.0,0.09843928980526918,0.2157878217200251
2012 September 19,3165.0,0.1132946735395189,0.2483521657250471
2012 September 20,3192.0,0.11426116838487972,0.2504708097928437
2012 September 21,3186.0,0.11404639175257732,0.25
2012 September 22,2880.0,0.10309278350515463,0.22598870056497175
2012 September 23,2790.0,0.09987113402061856,0.2189265536723164
2012 September 24,3038.0,0.10874856815578465,0.23838669177652227
2012 September 25,3288.0,0.11769759450171821,0.2580037664783427
2012 September 26,3032.0,0.10853379152348225,0.2379158819836786
2012 September 27,3383.0,0.12109822451317297,0.26545825486503455
2012 September 28,1044.0,0.037371134020618556,0.08192090395480225
2012 September 29,1768.0,0.06328751431844215,0.13873195229127433
2012 September 30,1240.0,0.04438717067583047,0.0973006905210295
2013 April 02,851.0,0.030462485681557846,0.06677652228499686
2013 April 03,1150.0,0.04116552119129439,0.09023854362837413
2013 April 04,1601.0,0.05730956471935853,0.12562774639045826
2013 April 05,1884.0,0.06743986254295532,0.147834274952919
2013 April 06,1390.0,0.049756586483390604,0.10907093534212178
2013 April 07,1307.0,0.046785509736540665,0.10255806654111739
2013 April 08,2361.0,0.08451460481099657,0.18526365348399246
2013 April 09,2488.0,0.08906071019473082,0.19522912743251727
2013 April 10,2222.0,0.0795389461626575,0.17435655994978028
2013 April 11,2108.0,0.0754581901489118,0.16541117388575016
2013 April 12,938.0,0.033576746849942725,0.07360326428123039
2013 April 13,1979.0,0.07084049255441008,0.1552887633396108
2013 April 14,1869.0,0.06690292096219931,0.1466572504708098
2013 April 15,2749.0,0.09840349369988545,0.21570935342121783
2013 April 16,2449.0,0.08766466208476517,0.19216886377903328
2013 April 17,2982.0,0.10674398625429553,0.2339924670433145
2013 April 18,2864.0,0.10252004581901489,0.22473320778405526
2013 April 19,406.0,0.014533218785796106,0.031858129315756434
2013 April 20,2234.0,0.07996849942726231,0.17529817953546767
2013 April 21,2434.0,0.08712772050400916,0.19099183929692404
2013 April 22,2584.0,0.0924971363115693,0.20276208411801633
2013 April 23,1086.0,0.038874570446735396,0.0852165725047081
2013 April 24,2936.0,0.10509736540664376,0.23038292529817953
2013 April 25,2963.0,0.10606386025200458,0.23250156936597616
2013 April 26,3178.0,0.11376002290950744,0.24937225360954174
2013 April 27,3346.0,0.1197737686139748,0.2625549278091651
2013 April 28,3265.0,0.11687428407789233,0.25619899560577525
2013 April 29,3193.0,0.11429696449026346,0.25054927809165095
2013 April 30,3282.0,0.1174828178694158,0.2575329566854991
2013 August 01,5009.0,0.17930269186712486,0.39304770872567485
2013 August 02,4506.0,0.16129725085910654,0.3535781544256121
2013 August 03,4613.0,0.1651274341351661,0.3619742623979912
2013 August 04,4628.0,0.1656643757159221,0.36315128688010045
2013 August 05,5227.0,0.18710624284077892,0.41015379786566225
2013 August 06,5268.0,0.18857388316151202,0.4133709981167608
2013 August 07,5246.0,0.18778636884306987,0.41164469554300065
2013 August 08,4899.0,0.17536512027491408,0.3844161958568738
2013 August 09,1962.0,0.0702319587628866,0.153954802259887
2013 August 10,4665.0,0.16698883161512026,0.3660546139359699
2013 August 11,4523.0,0.16190578465063002,0.35491211550533586
2013 August 12,5235.0,0.1873926116838488,0.4107815442561205
2013 August 13,4827.0,0.17278780068728522,0.3787664783427495
2013 August 14,5466.0,0.1956615120274914,0.4289077212806026
2013 August 15,5435.0,0.19455183276059565,0.4264752040175769
2013 August 16,5425.0,0.1941938717067583,0.42569052102950405
2013 August 17,4596.0,0.1645189003436426,0.3606403013182674
2013 August 18,4251.0,0.15216924398625428,0.3335687382297552
2013 August 19,5218.0,0.18678407789232532,0.40944758317639673
2013 August 20,5203.0,0.1862471363115693,0.4082705586942875
2013 August 21,5185.0,0.1856028064146621,0.40685812931575643
2013 August 22,5053.0,0.18087772050400916,0.39650031387319523
2013 August 23,5095.0,0.182381156930126,0.39979598242310105
2013 August 24,4583.0,0.16405355097365407,0.35962021343377276
2013 August 25,4372.0,0.15650057273768614,0.3430634023854363
2013 August 26,4520.0,0.16179839633447882,0.354676710608914
2013 August 27,5129.0,0.18359822451317298,0.40246390458254866
2013 August 28,5448.0,0.1950171821305842,0.4274952919020716
2013 August 29,4370.0,0.15642898052691867,0.34290646578782175
2013 August 30,5094.0,0.18234536082474226,0.3997175141242938
2013 August 31,3560.0,0.12743413516609392,0.2793471437539234
2013 July 01,3907.0,0.13985538373424972,0.3065756434400502
2013 July 02,4356.0,0.1559278350515464,0.3418079096045198
2013 July 03,4687.0,0.16777634593356242,0.36778091650973005
2013 July 04,4129.0,0.14780211912943872,0.3239956057752668
2013 July 05,3649.0,0.13061998854524628,0.2863308223477715
2013 July 06,3437.0,0.12303121420389461,0.26969554300062776
2013 July 07,2825.0,0.10112399770904926,0.22167294413057126
2013 July 08,4462.0,0.1597222222222222,0.35012554927809164
2013 July 09,4853.0,0.1737184994272623,0.38080665411173886
2013 July 10,4419.0,0.15818298969072164,0.3467514124293785
2013 July 11,4460.0,0.15965063001145474,0.3499686126804771
2013 July 12,5216.0,0.18671248568155785,0.40929064657878217
2013 July 13,4239.0,0.15173969072164947,0.3326271186440678
2013 July 14,4053.0,0.14508161512027493,0.3180320150659134
2013 July 15,4675.0,0.1673467926689576,0.3668392969240427
2013 July 16,4870.0,0.1743270332187858,0.38214061519146264
2013 July 17,4882.0,0.1747565864833906,0.38308223477715003
2013 July 18,4711.0,0.16863545246277206,0.36966415568110483
2013 July 19,4279.0,0.15317153493699887,0.33576585059635905
2013 July 20,3517.0,0.12589490263459335,0.2759730069052103
2013 July 21,4175.0,0.1494487399770905,0.32760514752040176
2013 July 22,5054.0,0.1809135166093929,0.3965787821720025
2013 July 23,2641.0,0.09453751431844215,0.20723477715003139
2013 July 24,5170.0,0.18506586483390608,0.4056811048336472
2013 July 25,3276.0,0.1172680412371134,0.2570621468926554
2013 July 26,2367.0,0.08472938144329897,0.18573446327683615
2013 July 27,4292.0,0.1536368843069874,0.33678593848085375
2013 July 28,3940.0,0.14103665521191294,0.30916509730069053
2013 July 29,4503.0,0.16118986254295534,0.3533427495291902
2013 July 30,5544.0,0.19845360824742267,0.4350282485875706
2013 July 31,5494.0,0.19666380297823596,0.43110483364720653
2013 June 01,3141.0,0.11243556701030928,0.2464689265536723
2013 June 02,3220.0,0.11526345933562429,0.25266792215944756
2013 June 03,2521.0,0.09024198167239404,0.19781858129315757
2013 June 04,4377.0,0.1566795532646048,0.3434557438794727
2013 June 05,4498.0,0.16101088201603667,0.3529504080351538
2013 June 06,4388.0,0.15707331042382588,0.3443188951663528
2013 June 07,650.0,0.023267468499427263,0.051004394224733206
2013 June 08,3114.0,0.11146907216494846,0.2443502824858757
2013 June 09,4008.0,0.14347079037800686,0.3145009416195857
2013 June 10,3098.0,0.1108963344788087,0.2430947897049592
2013 June 11,2267.0,0.08114977090492555,0.17788763339610797
2013 June 12,4027.0,0.1441509163802978,0.31599183929692404
2013 June 13,2474.0,0.08855956471935854,0.19413057124921532
2013 June 14,3117.0,0.11157646048109966,0.24458568738229755
2013 June 15,4120.0,0.1474799541809851,0.32328939108600124
2013 June 16,3297.0,0.11801975945017182,0.2587099811676083
2013 June 17,3383.0,0.12109822451317297,0.26545825486503455
2013 June 18,3213.0,0.11501288659793814,0.2521186440677966
2013 June 19,4923.0,0.17622422680412372,0.3862994350282486
2013 June 20,4924.0,0.17626002290950746,0.38637790332705585
2013 June 21,4831.0,0.17293098510882016,0.37908035153797864
2013 June 22,3913.0,0.14007016036655212,0.3070464532328939
2013 June 23,3877.0,0.1387815005727377,0.30422159447583175
2013 June 24,3986.0,0.1426832760595647,0.3127746390458255
2013 June 25,4363.0,0.15617840778923253,0.34235718769617074
2013 June 26,3945.0,0.1412156357388316,0.3095574387947269
2013 June 27,3900.0,0.13960481099656358,0.3060263653483992
2013 June 28,3949.0,0.14135882016036655,0.30987131198995604
2013 June 29,3877.0,0.1387815005727377,0.30422159447583175
2013 June 30,3984.0,0.14261168384879724,0.3126177024482109
2013 May 01,3163.0,0.11322308132875143,0.24819522912743253
2013 May 02,3287.0,0.11766179839633448,0.25792529817953547
2013 May 03,3287.0,0.11766179839633448,0.25792529817953547
2013 May 04,3160.0,0.11311569301260023,0.24795982423101068
2013 May 05,2949.0,0.1055627147766323,0.2314030131826742
2013 May 06,3107.0,0.11121849942726231,0.24380100439422472
2013 May 07,3812.0,0.13645475372279495,0.29912115505335846
2013 May 08,3107.0,0.11121849942726231,0.24380100439422472
2013 May 09,2026.0,0.0725229095074456,0.15897677338355304
2013 May 10,4203.0,0.15045103092783504,0.3298022598870056
2013 May 11,2317.0,0.08293957617411225,0.18181104833647208
2013 May 12,2480.0,0.08877434135166094,0.194601381042059
2013 May 13,3449.0,0.12346076746849943,0.27063716258631515
2013 May 14,3331.0,0.11923682703321879,0.26137790332705585
2013 May 15,3294.0,0.11791237113402062,0.2584745762711864
2013 May 16,4204.0,0.15048682703321878,0.32988072818581293
2013 May 17,4201.0,0.15037943871706758,0.3296453232893911
2013 May 18,3721.0,0.13319730813287514,0.2919805398618958
2013 May 19,2756.0,0.09865406643757159,0.2162586315128688
2013 May 20,3273.0,0.1171606529209622,0.2568267419962335
2013 May 21,3395.0,0.12152777777777778,0.2663998744507219
2013 May 22,3305.0,0.11830612829324169,0.25933772755806656
2013 May 23,3347.0,0.11980956471935854,0.26263339610797237
2013 May 24,2080.0,0.07445589919816724,0.16321406151914628
2013 May 25,831.0,0.02974656357388316,0.06520715630885122
2013 May 26,1876.0,0.06715349369988545,0.14720652856246078
2013 May 27,3569.0,0.12775630011454753,0.28005335844318896
2013 May 28,4171.0,0.14930555555555555,0.32729127432517263
2013 May 29,2741.0,0.09811712485681558,0.21508160703075957
2013 May 30,3845.0,0.1376360252004582,0.30171060891399876
2013 May 31,4045.0,0.14479524627720505,0.3174042686754551
2013 November 01,4063.0,0.14543957617411227,0.3188166980539862
2013 November 02,4785.0,0.1712843642611684,0.3754708097928437
2013 November 03,2004.0,0.07173539518900343,0.15725047080979285
2013 November 04,3407.0,0.12195733104238259,0.2673414940364093
2013 November 05,3841.0,0.13749284077892326,0.3013967357187696
2013 November 06,4123.0,0.14758734249713631,0.3235247959824231
2013 November 07,2684.0,0.09607674684994273,0.2106089139987445
2013 November 08,3644.0,0.13044100801832761,0.2859384808537351
2013 November 09,2405.0,0.08608963344788087,0.18871625863151287
2013 November 10,2342.0,0.0838344788087056,0.18377275580665411
2013 November 11,3175.0,0.11365263459335624,0.2491368487131199
2013 November 12,2376.0,0.08505154639175258,0.1864406779661017
2013 November 13,2823.0,0.10105240549828179,0.2215160075329567
2013 November 14,3279.0,0.1173754295532646,0.2572975517890772
2013 November 15,4005.0,0.14336340206185566,0.3142655367231638
2013 November 16,3126.0,0.11189862542955327,0.2452919020715631
2013 November 17,2223.0,0.07957474226804123,0.17443502824858756
2013 November 18,3194.0,0.11433276059564719,0.25062774639045826
2013 November 19,2744.0,0.09822451317296678,0.21531701192718142
2013 November 20,2544.0,0.09106529209621993,0.19962335216572505
2013 November 21,2546.0,0.0911368843069874,0.19978028876333961
2013 November 22,1528.0,0.054696449026345934,0.11989956057752668
2013 November 23,1535.0,0.05494702176403207,0.12044883866917765
2013 November 24,682.0,0.02441294387170676,0.05351537978656623
2013 November 25,1364.0,0.04882588774341352,0.10703075957313246
2013 November 26,1370.0,0.04904066437571592,0.10750156936597614
2013 November 27,363.0,0.012993986254295533,0.028483992467043313
2013 November 28,167.0,0.005977949599083619,0.01310420590081607
2013 November 29,245.0,0.008770045819014891,0.019224733207784055
2013 November 30,257.0,0.009199599083619702,0.020166352793471436
2013 October 01,5364.0,0.19201030927835053,0.4209039548022599
2013 October 02,5456.0,0.19530355097365407,0.42812303829252984
2013 October 03,5598.0,0.20038659793814434,0.4392655367231638
2013 October 04,5096.0,0.18241695303550973,0.39987445072190836
2013 October 05,4589.0,0.16426832760595647,0.36009102322661646
2013 October 06,1568.0,0.056128293241695305,0.12303829252981795
2013 October 07,4384.0,0.15693012600229095,0.34400502197112365
2013 October 08,5205.0,0.18631872852233677,0.4084274952919021
2013 October 09,5004.0,0.1791237113402062,0.3926553672316384
2013 October 10,5080.0,0.18184421534936998,0.39861895794099184
2013 October 11,5029.0,0.18001861397479954,0.39461707470182045
2013 October 12,2990.0,0.1070303550973654,0.23462021343377276
2013 October 13,3992.0,0.14289805269186712,0.31324544883866917
2013 October 14,4207.0,0.15059421534936998,0.33011613308223475
2013 October 15,4951.0,0.17722651775486828,0.38849654739485245
2013 October 16,4973.0,0.17801403207331043,0.3902228499686127
2013 October 17,5078.0,0.1817726231386025,0.39846202134337727
2013 October 18,5484.0,0.19630584192439862,0.4303201506591337
2013 October 19,5114.0,0.18306128293241694,0.40128688010043945
2013 October 20,4247.0,0.15202605956471935,0.33325486503452606
2013 October 21,4884.0,0.17482817869415807,0.3832391713747646
2013 October 22,4971.0,0.17794243986254296,0.3900659133709981
2013 October 23,4845.0,0.17343213058419243,0.3801789077212806
2013 October 24,4794.0,0.171606529209622,0.3761770244821092
2013 October 25,4234.0,0.1515607101947308,0.3322347771500314
2013 October 26,3078.0,0.11018041237113402,0.24152542372881355
2013 October 27,2928.0,0.10481099656357389,0.2297551789077213
2013 October 28,4073.0,0.1457975372279496,0.319601381042059
2013 October 29,4039.0,0.14458046964490265,0.31693345888261143
2013 October 30,3902.0,0.13967640320733105,0.3061833019460138
2013 October 31,4032.0,0.14432989690721648,0.3163841807909605
2013 September 01,2611.0,0.09346363115693013,0.20488072818581293
2013 September 02,3322.0,0.11891466208476517,0.26067168863779033
2013 September 03,4932.0,0.17654639175257733,0.3870056497175141
2013 September 04,5351.0,0.19154495990836198,0.41988386691776525
2013 September 05,4521.0,0.16183419243986255,0.3547551789077213
2013 September 06,5199.0,0.18610395189003437,0.4079566854990584
2013 September 07,4582.0,0.16401775486827033,0.35954174513496545
2013 September 08,3846.0,0.13767182130584193,0.301789077212806
2013 September 09,4990.0,0.1786225658648339,0.39155681104833645
2013 September 10,4685.0,0.16770475372279495,0.3676239799121155
2013 September 11,5076.0,0.18170103092783504,0.3983050847457627
2013 September 12,4980.0,0.17826460481099657,0.3907721280602637
2013 September 13,4106.0,0.14697880870561283,0.3221908349026993
2013 September 14,4571.0,0.16362399770904926,0.35867859384808537
2013 September 15,4537.0,0.1624069301260023,0.3560106716886378
2013 September 16,4647.0,0.16634450171821305,0.3646421845574388
2013 September 17,5368.0,0.19215349369988546,0.421217827997489
2013 September 18,5284.0,0.18914662084765177,0.41462649089767734
2013 September 19,5437.0,0.19462342497136312,0.42663214061519145
2013 September 20,5558.0,0.19895475372279495,0.43612680477087257
2013 September 21,4495.0,0.16090349369988546,0.35271500313873194
2013 September 22,3568.0,0.1277205040091638,0.27997489014438165
2013 September 23,4905.0,0.17557989690721648,0.3848870056497175
2013 September 24,5004.0,0.1791237113402062,0.3926553672316384
2013 September 25,5037.0,0.1803049828178694,0.3952448210922787
2013 September 26,5225.0,0.18703465063001146,0.4099968612680477
2013 September 27,5127.0,0.18352663230240548,0.4023069679849341
2013 September 28,4566.0,0.1634450171821306,0.358286252354049
2013 September 29,3786.0,0.13552405498281786,0.2970809792843691
2013 September 30,4817.0,0.17242983963344788,0.3779817953546767
